FTN_RPD_SD,F_FILE_ID,PROJECT_NM,PRJCT_TYPE,CLOSR_IND,CLOSR_DT,CLOSR_TYPE,SITE_LOC,DFND_CAMP,RECDIST_CD,RECDIST_NM,ORG_UNT_NM,CLOSR_COM,ST_DESC,DRV_DIRCTN,LATITUDE,LONGITUDE,SHAPE,OBJECTID,X,Y
2998,REC1111,ORMOND LAKE,SIT - Recreation Site,N,,,FORT ST. JAMES,11,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,"A 12 unit site in a beautiful setting, with high hills surrounding the lake.","Travelling west from the Village of Fort Fraser, drive 3.5 kms on Hwy 16, turn right toward Beaumont Park. Drive 6.3 kms north across the Nautley River and through the Nadleh First Nations community to the start of the Sutherland Forest Service Road. Drive to 13 km on the Sutherland FSR then turn left onto the Sutherland - Oona FSR. The site is located at 1.5 km of the Sutherland - Oona FSR.",54.180727,-124.669461,,31314417,391046.9999766426,6004916.99997684
3117,REC0530,Bornite Mountain Trail,RTR - Recreation Trail,N,,,TERRACE,0,RDKM,North Coast-QCI-Kalum,Coast Mountains Natural Resource District,,A moderate 5.6 km. hike following an old mining trail to a sub alpine ridge.  An unmarked route continues to peak giving panoramic views of Skeena valley and surrounding ranges.  Remains of mining sites can be found on the ridge.,"Turn off Highway 16, east of Terrace, at Kleanza Creek Park.  As you leave the highway do not go into the park but go to the left up the Bornite Mountain road (Kleanza Forest Service Road).  At 4.5 km. turn left and follow the signs.  This road is 4WD access for last 8 km. before trailhead.",54.603567,-128.343857,,31314536,154964.14415196696,6063810.41778638
3129,REC205430,Barrett Lake Cabin,SIT - Recreation Site,N,,,YMIR,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,The cabin is at an elevation of +/- 1805 meters on the shores of Barret Lake. To the north and slighlty east is empire Peak at an elevation of +/- 2204 m / 7230 ft. To the south is Dominion Mountain at an elevation of +/- 2232 m / 7322 ft. The lake sits in bowl formation carved out by ancient glaciers.,"Heading North from Ymir BC for +/- 6.1 km on Hwy 6 will get you to the Porto Rico Rd turn off. Heading in westerly direction, for about 180 meters, you will then merge onto to Barret Creek FSR. Travel for +/- 10.1 km to get to the Barret Lake Cabin.",49.343695,-117.350616,,31314548,910258.9080621392,5481030.961675048
3133,REC1709,BOSE LAKE,SIT - Recreation Site,N,,,LOGAN LAKE,5,RDKA,Kamloops,Thompson Rivers Natural Resource District,,"ALL DOGS MUST BE ON A LEASH AT ALL TIMES (for all Kamloops Recreation Sites). No reserving or holding of campsites, all sites are first come, first serve.The Bose Lake recreation site is located on the south side of the lake. The lake itself is situated just off the Highland Valley Copper Mine property. The lake is a popular fishing spot.","Access to the recreation site is via the Highland Valley Viewpoint Rd and then the Bose Lake Forest Service Road, or via the Spud Forest Service Road. Please use the interactive map function below for further details.",50.514756,-120.965502,,31314552,644237.9999926229,5597843.000039732
3144,REC1925,KERNAGHAN LAKE NORTH,SIT - Recreation Site,N,,,SALMON ARM,1,RDCO,Columbia-Shuswap,Okanagan Shuswap Natural Resource District,,This is a small unimproved site with rough road access.,,50.627626,-119.463424,,31314563,750110.2333942659,5614387.361066092
3145,REC0475,McCall Flats,SIT - Recreation Site,N,,,BELLA COOLA VALLEY,5,RDCR,Discovery Coast,North Island - Central Coast Natural Resource District,,"Located approximately 55 minutes from Bella Coola, the site is usually accessible April - October. The main features of this site are it's sandy riverside beach and angling opportunities with Chinook running in the spring and Coho in the fall.**No tenting permitted as this site is frequented by bears.","From Bella Coola, travel approximately 45 minutes east on Highway 20 turning right onto Talchako FSR and across the Talchako River bridge.  Turn right onto the Noomst FSR and travel for approx. 1km turning right at the McCall Flats sign.  The rec site is located 1km down the road.",52.424408,-126.182186,,31314564,283641.59839613736,5813007.77961343
3163,REC2208,RAM-WIGWAM CREEK,SIT - Recreation Site,N,,,FERNIE,1,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"A small, partially treed site on the Wigwam River.","At the Morrissey on Hwy 3, turn off onto the Morrissey Road.  This is the same road that goes to Morrissey Provincial Park.  Continue past the park and cross the Elk River.  Turn right and follow Morrissey Road to the 17 km road marker.  Continue straight ahead at the 17 km road marker, crossing over Morrissey Creek.  Here you will see the Lodgepole Road sign.  Continue straight ahead, over a low pass, to the 25 km road marker.  Take the right fork (Ram Creek FSR).  Just after the 29 km road marker, you will cross the Lodgepole Creek.  The recreation site is just past the 44 km road marker, at the junction of the Wigwam River FSR and the Ram Creek FSR.",49.182112,-114.957413,,31314582,1085823.78489509,5478912.290436994
3048,REC2526,DREWRY LAKE WEST,SIT - Recreation Site,N,,,100 MILE HOUSE,5,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"The Drewry Lake West recreation site is located southeast of the community of Forest Grove, on the west end of Drewry Lake.  The campsite provides opportunities for fishing, camping and boating. In addition to this site, there is also another recreation site on the east side of Drewry Lake which is accessed by a different road system.","From 100 Mile House drive north approximately 2 km on Hwy 97 to the Canim Lake turnoff. Turn east onto the Canim Hendrix Lake Road and follow 15 km to Buffalo Creek. Turn right/east onto Buffalo Creek Road and travel for approximately 0.9 km and turn right onto the 200 Road.  At the 20-14 km board, keep right/straight and start up the 201 Road (there is a 201-14 km board here). At 201-22.5 km, turn right to access the recreation site. The access road into this site is quite rough and rocky and may not be suitable for large trailers.",51.698504,-120.911304,,31314467,644343.999996546,5729570.999985483
1216,REC240240,Oliver Mountain,SIT - Recreation Site,N,,,OLIVER,0,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"To the west of the community of Oliver, BC.  The Oliver Mountain area has a long history of unrestricted off-road vehicle (ORV) use. Increased interest in ORV recreation, easy access and preferred terrain have lead to increased ORV use at Oliver Mountain and the area has become a regional destination in the spring and fall.  ORV use is causing significant impacts to the environmental values. Impacts include damage to sensitive plant communities, wetlands and riparian areas, soil compaction and erosion, and the spread of invasive plant species and within this area there are there are 17 federally listed species at risk, and 14 provincially listed species/ecosystems, including 2 globally imperiled plant communities.  A public advisory committee was formed in 2015. As a result, FLNRO statutory decision makers agreed with the options to promote a collaborative approach to achieving conservation objectives.  There is a 5 year trial period to monitor behaviour and compliance of ORV users and to monitor the recovery of the antelope brush community.","Access is via Willowbrook Rd approximately 2 km north of the Willowbrook/Fairview Rd. junction. There is a cattle fence, so ensure that the gate is closed behind you when you come and go.",49.182233,-119.5866,,31312635,748731.2986328028,5453324.322664065
1009,REC2931,MOOSE LAKE,SIT - Recreation Site,N,,,100 MILE HOUSE,2,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"The recreation site, located on the northwest end of Moose Lake, provides access to fishing and camping.",Travel along Hwy 97 to 70 Mile House. Turn east onto 70 Mile-Green Lake Road. Continue travelling east past Green Lake and onto North Bonaparte Rd. Follow North Bonaparte Rd for 14km past the turn off to South Green Lake Rd. Turn right onto the Eagan-Bonaparte Forest Service Road (3700 Rd) and follow for 7.5km. Turn right and follow the road for 1.3km then turn left to stay on the Eagan-Bonaparte FSR. Travel for another 6.5km (about 15.5 km on the 3700 Rd) and turn right into the Moose Lake Recreation Site.,51.304359,-120.92766,,31312428,644455.0000024006,5685710.999982513
1015,REC6553,SHELLALLIGAN PASS,RTR - Recreation Trail,N,,,QUADRA ISLAND,0,RDCR,Discovery Coast,Campbell River Natural Resource District,,"This seaside trail offers a few different options for a 3km or 5.5 km loop.  The trail starts as a short walk to a small bay and continues on to parallel the shoreline across the rocky headland.There are great views of the Breton Islands, Village Bay and Read Island.","From Quathiaski Cove, travel north turning left onto West Road.  Continue on West Road until reaching Hyacinthe Bay Road and turn left. Continue on to Village Bay Road until turning right onto Valdez Road. Travel 4kms and the trail sign will be on your left before Breton Rd.  Continue on this main road to the end where you will see the main trail head to your right with few spots for parking. A Quadra Island Trail map is available for purchase from the visitor information centre on Quadra Island next to the Coastal Community Credit Union in Quathiaski Cove.",50.145016,-125.193534,,31312434,343275.9999606566,5557057.999989358
1028,REC1811,KATE LAKE,SIT - Recreation Site,N,,,CHERRYVILLE,1,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,This is a small treed site with trail access.,The short walk-in trail is about 2.5 km long. This trail and begins about 4.5 km in on the very rough 4WD road to Sugar Mountain. This road to the old Forest Service Lookout is accessed from 17km on the Kate Creek Forest Service Road. Caution- grizzly bear habitat.,50.457057,-118.40462600000001,,31312447,826138.0211409526,5599546.011939135
1077,REC2318,MOORE LAKE,SIT - Recreation Site,N,,,ROCK CREEK,1,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,There is only one small camp spot at Moore Lake in an opening right beside the shallow lake. Fishing at Moore Lake can be spotty but fly fishing is the best method. There are opportunities for camping and fishing here.,"Driving North from Rock Creek BC on Hwy 33 for +/- 29km and then Northeast onto Taurus Creek FSR for +/- 7.9 km and North onto Qullette Creek FSR for +/- 2.6 km , then West onto the Waddell-Hoodoo FSR for  appox 1 km then turn left off the main line here. ( park here if you are not on a quad) The next portion of the road is VERY rough and is essentially a quad trail. Follow this rough last 1km Trail into Moore Lake.",49.360037,-118.96365,,31312496,793058.3893208927,5475319.631664861
1108,REC2859,TWIN LAKES,SIT - Recreation Site,N,,,QUESNEL,3,RDCC,Quesnel-Central Cariboo,Quesnel Natural Resource District,,"This is a small rec site right off of the Blackwater Road, and above Twin Lakes, it serves as a quick overnight spot or a good base for hunting.","From Quesnel, take the Blackwater Road, for about 35km, access road is on the left",53.159361,-122.940176,,31312527,504000.0000088742,5889999.999999139
1109,REC6760,LUMBERTON SNOWMOBILE AREA,SIT - Recreation Site,N,,,CRANBROOK,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"Snowmobile trail system located in the upper Moyie River drainage.  Groomed trails follow along snowbound forest roads providing access into selected valleys for riders of all ability levels.  The trails are managed for public winter motorized recreation in conjunction with a variety of other recreation, resource and environmental values in the area.","From the south end of Cranbrook, proceed 10.7 km south on Hwy 3/95 to Lumberton Road.  Turn right (west) onto Lumberton Road.  Follow this main road as it swithbacks under the powerline.  At the 9 km road marker, take the left fork onto the Moyie River FSR.  At 3.1 km stay right, past the Semlin Creek Road.  The snowmobile trailhead and parking area is located at 5.6 km.  Park here and begin snowmobiling  to access the trail system.",49.345352,-116.111118,,31312528,1000193.8556424038,5488711.859084092
1374,REC6327,FINDLAY FALLS,SIT - Recreation Site,N,,,INVERMERE,0,RDRM,Rocky Mountain,Rocky Mountain Natural Resource District,,"A day use area; short walk to canyon viewpoints and impressive twin waterfalls; use caution if exploring south canyon area.",Travel west from Hwy 93/95 along the Findlay Creek Forest Service Road located north of the community of Canal Flats. Park at a clearing on the south side of the Findlay Creek Forest Service Road at the 7.2 km mark. Overnight facilities are not provided.,50.135031,-115.867717,,31312793,1009480.3381959894,5578041.52547121
1376,REC1613,RED BRIDGE,SIT - Recreation Site,Y,20210401,,KEREMEOS,11,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,"This site will be temporarily closing during the following dates of APRIL 6, 2021 TO APRIL 22, 2021. BCWS will be conducting prescribed burning projects during the spring season. Please keep posted on our website for further information and up to date closure information","This site will be temporally closed from APRIL 6, 2021 TO APRIL 22, 2021  due to BCWS conducting prescribed burns. keep posted on the newest information and up dates on the website.Campsite is situated right beside the Ashnola River approximately 2 km from the start of the Ashnola Forest Service Road. Dogs must be under control at all times. Quiet hours are 11pm-7am.  Do not hold campsites. There are no reservations, and sites must be occupied for the purpose of camping. Vehicles, Trailers, Tents or other personal property left unattended may be removed at the owner's expense.","West of Keremeos, turn south on Ashnola Road and cross the Red Bridge across the Similkameen River. Travel 10.3 km to Red Bridge Recreation Site on the east side of the road.",49.182362,-120.002977,,31312795,718394.0000239311,5452053.000012006
2793,REC99020,ISOBEL LAKE INTERPRETIVE TRAIL,RTR - Recreation Trail,N,,,KAMLOOPS,0,RDKA,Kamloops,Thompson Rivers Natural Resource District,,"COVID-19 information:Recreate only with immediate housemates in small groups.Practice very low risk riding.  Maintain physical separation of at least 2 meters between yourself and all other trail users.Do not travel outside of your immediate community.Park in a way to maintain the minimum 2 meters of physical distancing.The Isobel Lake Interpretive Trail is an easy hardened wheelchair accessible hiking trail that winds around the perimeter of Isobel Lake including the recreation site. There is a large parking area located just off the main road when you approach Isobel Lake (south side of lake). The main trailhead for this trail, and the nearby Eagle-eye Lookout Trail, are accessed from this parking area.Many thanks to the Kamloops Thompson Trails Alliance and associated member groups for their maintenance and wheelchair accessibility trail work.The trails in this area are managed for non-motorized use. Under Section 20 of the Recreation Regulations, all off-road vehicles (ORVs) such as quads, dirt bikes, side by sides, utility terrain vehicles, and other vehicles defined as ORHVs are NOT PERMITTED within the boundaries of the Isobel Lake Recreation Site and along the Isobel Lake Interpretive Trail and the Eagle-eye Lookout Trail. Operation of these forms of vehicles within the above noted areas is prohibited and are ticketable.",This trail is located north of Kamloops and is accessed off the Lac du Bois Road.,50.839304999999996,-120.40717000000001,,31314212,682553.0000059399,5635159.00003188
2801,REC2395,DAVID THOMPSON TRAIL,RTR - Recreation Trail,N,,,GOLDEN,0,RDRM,Rocky Mountain,Selkirk Natural Resource District,,"An historic trading route, first used by First Nations.  Connects Cairnes Creek to Howse Pass.The trail beyond Howse Pass into Banff National Park is not being maintained (2019).","The trail starts at Cairnes Creek recreation site, at the end of the Blaeberry FSR.",51.715756,-116.711179,,31314220,934256.558693283,5748164.866438636
2807,REC167613,Nadsilnich Lake (West Lake) Trail System,RTR - Recreation Trail,N,,,PRINCE GEORGE,0,RDPG,Prince George-Mackenzie,Prince George Natural Resource District,,These trails provide designated routes for snowmobilers and various other users to explore the rolling hills south-west of Prince George.  We currently have an agreement with the West (Nadsilnich) Lake Community Association to provide a safe and fun experience while promoting environmentally concious riders. (Pictures courtesy of Keith Monroe),The trail head is located at the West (Nadsilnich) Lake Community Hall.  Travel 16kms west of Prince George from the hwy 97/16 junction. Turn left at the Blackwater Road. Then at 14.6km turn left on to Estates Road.  The site is at 1.4km.,53.710041999999994,-122.87371999999999,,31314226,508334.9999553321,5951268.999982587
2814,REC2144,SANTA ROSA CK,SIT - Recreation Site,N,,,GRAND FORKS,1,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"The Santa Rosa Creek Recreation Site is located on the historic Dewdney Trail. In 1864 Edgar Dewdney blazed his trail from Christina Lake to the Columbia River, over the rugged Cascade Mountains. He was surveying a Canadian route from Hope to the gold fields of Wild Horse Creek. Much of his original trail became Highway 3. This portion of Dewdney's trail was abandoned in favour of a more northerly route for the highway, but has continued to serve the more adventuresome backroads travellers, and the logging and farming industries of the area.The Santa Rosa Recreation Site is located in a shady, cool, cedar grove adjacent to Santa Rosa Creek. It is an ideal base camp for exploring the original Dewdney Trail by foot or horse.","From the junction of Highway 3B and 22, at the Le Roi Mine Museum in Rossland, travel 0.4 km south on Highway 22. Turn right onto the ""Old Cascade Highway"", across from the Rossland Motel. Follow this good 2 wheel drive gravel road up over Record Ridge and down into the Big Sheep Creek Valley. A bridge at 24.3 km will take you across Big Sheep Creek. Stay straight ahead on the ""Santa Rosa Forest Service Road"". It is 3.4 km to the recreation site. This section of the road is rougher, but still passable in a 2 wheel drive vehicle.",49.019078,-117.98503600000001,,31314233,866601.5593549941,5441703.056064749
2817,REC1169,STONY LAKE SOUTH,SIT - Recreation Site,N,,,QUESNEL,4,RDPG,Prince George-Mackenzie,Prince George Natural Resource District,,"This small, rustic site provides the basic amenities of 1 pit toilet, tables, fire rings and natural (somewhat rocky) camping pads.    There is a rocky/gravel boat launch.  ","The site is accessible south of Hixon, turn left onto the 700rd near Dunkley Lumber.  Keep to the right of junction just past 751km. Turn left at ~754km. The site is at the end of the road (~3kms).  This site is also accessible from the Willow Cale FSR, turn right at approximately 187km, connect with the 700rd and turn right onto the Teapot Road (751km).",53.438866,-121.931681,,31314236,570964.9999508891,5921623.999981953
2767,REC1670,POSTILL LAKE,SIT - Recreation Site,N,,,KELOWNA,5,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,A small recreation site on a good fly fishing lake. The site has a cartop boat launch.,"Follow Hwy 97 to Postill Lake Road",49.993167,-119.212611,,31314186,771435.398788567,5544747.28773459
2783,REC0511,NORALEE WEST,SIT - Recreation Site,N,,,BURNS LAKE,5,RDSS,Nadina-Skeena,Nadina Natural Resource District,,This site is situated on Francois Lake and has five camping spots with fire rings and picnic tables. This site is popular with anglers and has a gravel boat launch.,From Northside ferry landing head West ~50.9 km along Colleymount Road. Collymount Road is paved to approxiamtly 30 KM,53.981562,-126.45662300000001,,31314202,273362.2015657062,5987002.601629508
957,REC1826,PARADISE LAKE,SIT - Recreation Site,N,,,MERRITT,2,RDCS,Cascades,Cascades Natural Resource District,,"This very small recreation site is a popular location for fishermen and campers and is very near to the Island Lake recreation site. In the summer, take a swim in the lake at the little beach located in the extreme northwest corner of the lake within a one minute walking distance of the campsite. The campsite is fairly small, and is only appropriate for 2 small trailers, tents or truck campers.","From Merritt travel on highway 5A for 23 km until the highway meets Highway 97C.  From there proceed east on 97C towards Kelowna for 26 km.  Proceed to the right onto the Elkhart Lake Interchange  Keep to the right and go underneath the highway. Immediately turn left onto the Paradise Lake Road. Drive to the end of the paved section of road (about 8 km) and turn right and drive about 400 metres to the camp site and car top boat launch. ",49.921524,-120.282189,,31312376,695081.9999817368,5533446.999980619
967,REC166352,Priest Creek Cabin,SIT - Recreation Site,Y,20200408,,KELOWNA,0,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,Site closed until further notice ; due to Covid-19 health and safety concerns,A rustic emergency shelter.,"Access is via the paved June Springs Road. Follow Little White Forest Service Road for 4.5 km to the junction of the KVR. Turn right and drive an additional 0.5 km. Turn left onto Spur 1, and the cabin is located 4.5 km from the KVR.",49.762381999999995,-119.381323,,31312386,760587.3813956003,5518497.454326936
977,REC1974,TYAUGHTON CREEK,SIT - Recreation Site,N,,,GOLDBRIDGE,4,RDCS,Cascades,Cascades Natural Resource District,,"This is a popular location for horseback riding, camping, hunting and scenic viewing.","Access is via Tyaughton Lake Road and then Mud Creek Forest Service Road.",51.056039,-122.778583,,31312396,515518.00004026026,5656079.999960005
982,REC4565,SWALWELL-POSTILL,RTR - Recreation Trail,N,,,KELOWNA,0,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"Altitude: 1418m. Elevation Gain/Loss: 1203m/-1111m, Total Distance: 57.4 km. The trail can be accessed from Posthill Lake Lodge and one branch of the trail loops around the lake","Travel Time: +/-45 minutes from Kelowna. From Kelowna take Hwy 97 north past the Kelowna International Airport and go past Spencer Rd. Turn right onto Old Vernon Road. The road swings to the right, turn left onto Posthill Lake Rd. From Hwy 97 it is 19.5km to Posthill Lake Lodge.",49.994054999999996,-119.210405,,31312401,771588.4366394191,5544853.955074348
832,REC5765,SARAH POINT,SIT - Recreation Site,N,,,FORT ST. JAMES,0,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,Rough road or boat access. User maintained.,Acces road located 27 km on the Germansen- Indata Forest service Road.,55.178452,-124.61314,,31312251,397272.999957816,6115837.000041872
851,REC1947,BLACKWELL LAKE,SIT - Recreation Site,N,,,MONTE LAKE,0,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"This is a small picturesque, walk-in lake. It is about 3 km from Pratt Lake (by Pond Lake) to Blackwell Lake. No motorized vehicles allowed on this trail.",,50.41343,-120.06745699999999,,31312270,708342.00002986,5588710.000042113
861,REC3020,EAST LAKE,SIT - Recreation Site,N,,,POWELL RIVER,1,RDSI,Sunshine Coast/South Island,Sunshine Coast Natural Resource District,,A beautiful spot on the south shore of East Lake.  The site is primarily a day-use area.,From Powell River drive south on Highway 101.  Turn left onto the Duck Lake Forest Service Road about 2 km past Myrtle Point. Drive 4 km and shortly after the power line crossing you will come to a small road to the right.  Park here and walk along the road until it turns into the Lang Creek Trail.  A little ways along on the right is the signed trail for East Lake.,49.812343999999996,-124.428895,,31312280,397199.0000298611,5518746.000005463
878,REC0074,HALE CREEK,SIT - Recreation Site,Y,20150902,,WEST HARRISON,5,RDCK,Chilliwack,Chilliwack Natural Resource District,"CLOSED UNTIL FURTHER NOTICE DUE TOINCREASED RISK RESULTING FROM WILDFIREHIGH RISK OF SLIDE, SLOPE FAILURE & DANGER TREES ABOVE AND ALONGSIDE RECREATION SITE.WATER ACCESS ONLY AS TRAIL FROM ROAD CURRENTLY BLOCKED.","CLOSED DUE TO INCREASED RISK RESULTING FROM WILDFIRE. HIGH RISK OF SLIDE, SLOPE FAILURE & DANGER TREES ABOVE AND ALONGSIDE RECREATION SITE. WATER ACCESS ONLY AS TRAIL CURRENTLY BLOCKED.A small, partially forested site with a large beach area on the shores of Harrison Lake. Enjoy the beautiful log picnic shelter that was built in conjuction with volunteers from the 4-Wheel Drive Association. Please respect the shelter. Caution should be used to access this site by land as the road is extremely rough and is only accessible by four-wheel drive vehicles, or by boat.  ","From Vancouver, take Highway 7 to Harrison Mills.  Turn left onto Morris Valley Road and turn left again onto West Harrison Forest Service Road.  Drive 23.4 km and turn right onto a 4X4 only road, it is about 5 km to the site.",49.476202,-121.861475,,31312297,582477.0000439186,5481017.999985457
946,REC2756,HELENA LAKE,SIT - Recreation Site,N,,,100 MILE HOUSE,15,RDMH,100 Mile-Chilcotin,100 Mile House Natural Resource District,,"Located on the northern shore of Helena Lake, the recreation site is a popular location for fishing, boating and camping. The site is motorhome accessible.","Located southwest of Lac La Hache. Access is off the Wright Station Road.  Travel 5 km down the Wright Station Road and turn left onto the Tatton-Canama Forest Service Road.  Travel 2.9 km and turn right onto the Tatton-Helena Forest Service Road.  Travel another 3.5 km to the Helena Lake Recreation Site.",51.786786,-121.628526,,31312365,594596.999977672,5738213.999971663
927,REC6449,RED SAND LAKE,SIT - Recreation Site,Y,20200817,,TERRACE,21,RDKM,North Coast-QCI-Kalum,Coast Mountains Natural Resource District,Recent heavy rains have caused significant damage to the West Kalum road. Some sections may not be driveable by most vehicles.,"Red Sand Lake Demonstration Forest has 2 camping areas (Red Sand Lake:  an 20 unit site with facilities that include tables, firepits, pit toilets, garbage facilities, wheelchair accessible campsite and toilet, picnic shelter, wood corrals;  Hart Farm: an 16 unit site with facilities that include tables, firepits, pit toilets, garbage facilities, wood corral.  There are also 3 short and easy trails which begin and end at the Red Sand campground, one of which is self guiding and wheelchair accessible.",From Terrace drive west along Highway 16.  200 m. west of the Kalum River turn north onto the first road (West Kalum forestry road) for 26 km.,54.707809999999995,-128.789097,,31312346,127205.20706886676,6077671.59497158
3392,REC1581,BECKER LAKE,SIT - Recreation Site,N,,,VERNON,7,RDOS,Okanagan,Okanagan Shuswap Natural Resource District,,"This recreation site has two camping areas on the north side of Becker Lake. Becker Lake is part of the Vernon Interpretive Forest.  Cartop boat launch","Turn North off Hwy 6 onto Noble Canyon Rd and drive 300 m to the start of Coldstream Creek FSR. Travel 4 km on Coldstream Creek FSR and then stay left on Coldstream-Becker FSR. Travel 8.3 km on Coldstream-Becker FSR. Stay left on the junction of John Park Way FSR and travel an additional 100 m to turn left into the West side of Becker Lake. To access the East side, travel 400 m further.",50.261935,-119.154913,,31314811,774028.5957284621,5574830.053233713
3180,REC33118,DRISCOLL RIDGE TRAIL,RTR - Recreation Trail,N,,,MCBRIDE,0,RDPG,Prince George-Mackenzie,Prince George Natural Resource District,,"Driscoll has undergone a name change in addition to recently being designated a BC Provincial Park.  For more information, please visit Ministry of Environment�s website: http://www.env.gov.bc.ca/bcparks/explore/parkpgs/ancient-forest/","Driscoll has undergone a name change in addition to recently being designated a BC Provincial Park.  For more information, please visit Ministry of Environment�s website: http://www.env.gov.bc.ca/bcparks/explore/parkpgs/ancient-forest/",53.794663,-121.275919,,31314599,613563.0000229272,5962055.000001004
3100,REC6490,CHIEF GRAY (BITCH) LK. TRAIL,RTR - Recreation Trail,N,,,VANDERHOOF,0,RDVA,Vanderhoof-Ft. St. James,Stuart Nechako Natural Resource District,,"Trailhead is located off the Hobson Lake recreation site.  Trail is easy going in and steep coming out up off the lake.  Hence it's name.  Hike in, bait ban, Catch and release fishing only, closed November 01 to April 30th to fishing. Please check fishing regulations.","Drive south on the Kluskus Forest Service Road to 73.5 km, turn right (west) on the Natulkuz-500 Road and drive a further 9.1 kms. Turn right (north) on the Kluskus-Hobson FSR and go a further 2.8 kms to site.",53.585412999999996,-124.72210799999999,,31314519,386003.00003481866,5938774.999953797
3360,REC2682,GROUNDHOG LAKE SKI TRAIL,RTR - Recreation Trail,N,,,WELLS,0,RDCC,Quesnel-Central Cariboo,Quesnel Natural Resource District,,"Hiking and ski trails that leads from the Barkerville Historic Townsite up a portion of the Cariboo Wagon Road, past the Richfield Courthouse up to Groundhog Lake and Mt Agnes.  This is also a WINTER ONLY motorized trail, you can expect to see snowmobiles / groomers in the winter months.  There is a warming hut at the lake.","From Quesenl, head East on Hwy 26 to Barkerville.  Park in the main parking area, follow the road along Williams Creek, which turns into the trail at the end of town.While in the area spend some time at the Barkerville Historic Townsite.",53.068864999999995,-121.514256,,31314779,599547.0000438193,5880963.000011596
3232,REC3533,DENNIS LAKE,SIT - Recreation Site,N,,,SMITHERS,4,RDSS,Nadina-Skeena,Skeena Stikine Natural Resource District,,"This compact forested site offers 4 tenting sites and good access to the lake -- boat launch & dock.  Great views of Hudson Bay Mountain. This lake is the headwaters to the Copper (Zymoetz) River which travels to Terrace.  A trail along the lakeshore leaves from the campsite, and nearby is the Silvern Lakes Recreation Trail (approx. 4km east).",Take the Hudson Bay Mountain Road from Smithers to approx. the 12km mark.  Turn onto the McDonnell Lake Road and travel another 13 km.,54.767616,-127.439016,,31314651,214499.47915176454,6077973.73966736
3234,REC2430,DRINNON LAKE TRAIL,RTR - Recreation Trail,N,,,SLOCAN,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,"The trail leads into the  Valhalla Prov. Park winds it way through forest at lower elevations then into the alpine to Drinnon Lake and onto Gwillim Lakes elevation +/- 2143 m . Looking North from Gwillam Lakes is Black Prince Mountain Elevation: 2773 m / 9097 ft  and Lucifer Peak Elevation: 2726 m / 8943 ft and Trident Peak Elevation: 2715 m / 8907 ft. and Rosemary's Baby Elevation: 2685 m / 8809 ft and  Mount Mephistopheles Elevation: 2713 m / 8900 ft and Devils Dome Elevation: 2769 m / 9084 ft .",Drinnon Lake Trail can be accessed from Slocan BC off of HWY 6 just south of Slocan turn west onto Gravel Pit Rd for +/- 1.1 km and then south onto Slocan West Rd for +/- 1.1 km  and onto the Little Slocan Main FSR for +/- 17.5 km . Then Northwesterly onto Little Slocan-Hoder FSR for +/- 18.5 km. you will come to a fork and head easterly on a logging road for +/- 2.3 km. There is also and access from Passmore BC on the Little Slocan Main as well .,49.783083999999995,-117.745367,,31314653,878187.591037618,5527772.975340072
3265,REC190953,Boris Wheeler,RTR - Recreation Trail,N,,,CHRISTINA LAKE,0,RDKB,Kootenay-Boundary,Selkirk Natural Resource District,,The trails starts at an elevation of +/- 539 meters and winds its way  up the mountian and along a ridge with views of the Christina Lake  up to an elevation of +/- 1159 meters.,From Christina Lake BC turn onto West Lake Drive heading in a northerly direction for +/- 1.7 km and then turn onto Chase Road for +/- 1.5 km and onto Highland Road for +/- 150 meters.,49.041404,-118.229839,,31314684,848555.7342950914,5443027.669153293
